id,cuisine
44516,italian
18193,mexican
46545,japanese
9900,thai
14815,mexican
39690,italian
22193,indian
11739,greek
27311,italian
36920,mexican
7861,italian
29248,chinese
43142,cajun_creole
7574,vietnamese
8610,korean
989,chinese
46926,mexican
40816,vietnamese
39726,greek
42229,italian
10474,italian
22140,chinese
31985,french
46165,mexican
20860,spanish
42494,vietnamese
15968,southern_us
20484,chinese
26661,irish
47182,french
22528,mexican
3861,spanish
1203,irish
45040,italian
33287,mexican
10097,irish
42005,cajun_creole
12423,mexican
39613,mexican
30276,italian
18686,indian
3031,southern_us
40093,mexican
182,brazilian
46591,mexican
4092,chinese
13722,french
44575,cajun_creole
14989,irish
13270,southern_us
25529,greek
12140,mexican
23127,italian
13523,indian
41270,southern_us
8362,mexican
11735,chinese
27935,french
28198,jamaican
37765,filipino
33856,indian
30198,italian
42521,korean
21567,southern_us
36995,french
24967,indian
45002,chinese
48925,greek
36914,italian
2280,mexican
14729,italian
4594,cajun_creole
2237,southern_us
45631,mexican
2317,thai
23079,italian
29333,spanish
48066,italian
15737,vietnamese
30580,french
1119,vietnamese
46336,filipino
5026,mexican
10749,italian
31020,greek
30805,jamaican
27653,italian
35060,italian
39174,southern_us
49509,italian
31784,italian
31408,jamaican
36029,japanese
11045,spanish
6561,italian
26992,italian
31179,mexican
35099,mexican
11018,chinese
17930,indian
21302,mexican
46352,italian
25132,mexican
7010,southern_us
25850,italian
19601,mexican
7935,mexican
34994,indian
25113,mexican
45523,japanese
34977,mexican
7124,southern_us
27514,italian
27178,mexican
47880,italian
29197,italian
16347,mexican
20333,cajun_creole
29112,southern_us
7510,chinese
13897,italian
35699,japanese
20520,french
38920,filipino
21775,mexican
37475,japanese
40131,mexican
1939,chinese
48268,greek
34815,spanish
13797,spanish
39063,french
29064,mexican
26896,italian
29477,filipino
3352,brazilian
4966,french
7316,italian
23879,italian
16525,italian
32843,italian
39574,italian
32737,brazilian
44788,filipino
28772,italian
34189,italian
33719,french
25846,southern_us
1423,japanese
4328,french
579,greek
5219,chinese
2314,british
31143,southern_us
13409,cajun_creole
3281,greek
15804,indian
40835,italian
39262,mexican
37013,mexican
14807,indian
47956,mexican
2580,mexican
13720,mexican
23008,thai
5951,spanish
39312,greek
6176,italian
17617,cajun_creole
57,italian
43422,italian
49403,italian
44751,moroccan
21865,southern_us
26584,cajun_creole
39355,french
14038,brazilian
45396,italian
49715,indian
41515,indian
30445,vietnamese
4090,cajun_creole
17207,russian
40376,italian
19398,italian
22347,thai
49671,mexican
40854,french
926,southern_us
47919,italian
20571,italian
18866,mexican
48742,mexican
14577,italian
29481,chinese
40996,italian
34470,jamaican
31147,cajun_creole
35932,spanish
27221,vietnamese
48301,british
29925,cajun_creole
48640,moroccan
22873,thai
10565,southern_us
15509,italian
37569,jamaican
13306,filipino
40474,chinese
15182,italian
8609,chinese
32168,southern_us
1125,southern_us
25244,italian
46889,japanese
13841,french
47135,chinese
29036,spanish
43533,italian
41631,italian
22124,vietnamese
18836,cajun_creole
35695,italian
5141,southern_us
41894,mexican
4972,mexican
34195,southern_us
14183,southern_us
15188,mexican
8734,chinese
30946,korean
5588,thai
49554,indian
1270,italian
1259,brazilian
45986,korean
22351,spanish
300,italian
9278,chinese
10021,mexican
17014,mexican
40855,mexican
18362,mexican
16292,spanish
29924,southern_us
47174,vietnamese
4856,italian
15417,italian
19875,mexican
42228,french
36264,spanish
14571,greek
23496,southern_us
43879,italian
23431,spanish
5499,indian
247,mexican
48795,mexican
47113,moroccan
489,mexican
13036,italian
4838,italian
40630,japanese
17576,mexican
29972,mexican
8123,spanish
35918,japanese
42669,jamaican
24632,southern_us
35740,mexican
45670,mexican
28041,japanese
46688,thai
10309,italian
15367,spanish
30562,filipino
47151,southern_us
47300,italian
31200,greek
5749,italian
41807,mexican
13990,japanese
23572,italian
872,southern_us
38085,indian
5248,italian
26309,southern_us
26880,spanish
41559,moroccan
8059,mexican
26041,southern_us
30019,greek
7207,irish
30309,indian
2092,irish
8023,mexican
4016,thai
24631,indian
35068,irish
8523,italian
28463,filipino
8629,french
43829,jamaican
22129,cajun_creole
34505,mexican
38200,italian
36513,mexican
32187,french
7788,southern_us
31130,southern_us
40483,korean
2224,brazilian
14143,indian
22889,french
17406,southern_us
10451,french
19844,filipino
23416,filipino
33874,southern_us
39951,french
41361,greek
44659,mexican
8836,japanese
21709,indian
22993,brazilian
39191,mexican
17182,southern_us
20507,filipino
42397,mexican
18897,mexican
3797,korean
11041,southern_us
807,thai
3514,mexican
12936,southern_us
15050,spanish
43377,french
10471,indian
30721,jamaican
14333,japanese
6260,italian
7712,chinese
19048,italian
21455,southern_us
18575,southern_us
47647,chinese
35947,indian
14499,italian
43525,spanish
5723,chinese
48497,southern_us
43822,southern_us
525,mexican
30594,italian
47948,southern_us
2099,chinese
43863,italian
24711,southern_us
15230,indian
21680,mexican
36218,italian
41622,mexican
34809,chinese
5110,spanish
27214,korean
34803,southern_us
36822,british
6912,italian
20373,italian
29157,moroccan
6327,southern_us
35502,mexican
8305,mexican
35598,southern_us
48538,italian
49358,greek
44506,spanish
39146,chinese
29270,mexican
20560,spanish
24169,greek
41537,cajun_creole
10431,chinese
31517,brazilian
34049,italian
26964,italian
49655,chinese
9101,mexican
30377,mexican
7046,japanese
47969,british
18971,mexican
38891,indian
29506,brazilian
40305,mexican
21255,italian
15578,chinese
24894,southern_us
32089,italian
46097,indian
40982,italian
12543,british
38366,southern_us
32925,indian
17506,moroccan
48389,southern_us
41804,cajun_creole
9961,spanish
24939,italian
39599,mexican
45838,chinese
48875,italian
25531,thai
3009,southern_us
31965,brazilian
16901,southern_us
13370,italian
2954,spanish
40353,mexican
8207,jamaican
10933,italian
38206,thai
14110,southern_us
19128,italian
32616,mexican
27748,italian
31858,southern_us
20510,mexican
17602,italian
35665,italian
46589,southern_us
8178,british
34880,mexican
42527,southern_us
29682,mexican
32166,irish
30343,indian
15385,southern_us
18372,italian
29211,spanish
23269,mexican
4561,russian
27365,mexican
49032,greek
22064,japanese
12060,italian
47834,spanish
25815,southern_us
34036,italian
19326,french
44078,italian
31090,southern_us
17485,korean
708,greek
5350,mexican
29754,chinese
18309,japanese
46871,indian
27300,cajun_creole
41890,italian
49548,french
11392,spanish
1354,mexican
48819,italian
19097,spanish
42113,italian
24060,italian
25849,chinese
4543,filipino
25306,italian
41966,southern_us
48719,cajun_creole
48191,cajun_creole
8826,japanese
42703,chinese
16083,cajun_creole
26613,italian
28088,mexican
39965,cajun_creole
36239,italian
4322,cajun_creole
9951,southern_us
3045,french
28585,indian
39841,cajun_creole
25913,irish
39715,russian
23135,cajun_creole
47022,italian
24160,mexican
18619,japanese
12574,mexican
22681,mexican
33692,thai
538,italian
22118,spanish
21890,vietnamese
36340,japanese
27973,italian
12870,mexican
22564,japanese
35063,moroccan
7000,mexican
11318,french
47001,french
11395,cajun_creole
23507,cajun_creole
47242,vietnamese
48957,indian
17721,mexican
25138,italian
47438,indian
47162,mexican
42459,southern_us
6486,mexican
24116,italian
31596,vietnamese
38887,italian
10665,brazilian
13712,korean
2633,japanese
35784,thai
45204,thai
46722,chinese
34949,chinese
35321,mexican
46430,chinese
34431,italian
30890,cajun_creole
42132,indian
15702,spanish
47719,mexican
45160,french
20600,chinese
10800,french
30479,italian
9457,chinese
26571,indian
42942,french
36635,italian
43617,mexican
16911,mexican
122,italian
22340,vietnamese
37007,italian
23595,moroccan
25233,indian
5503,indian
47338,mexican
44695,french
7141,chinese
14564,indian
19655,italian
35326,italian
35922,chinese
28171,french
1322,spanish
14923,mexican
42344,mexican
16380,italian
15233,brazilian
8338,korean
41014,thai
30440,chinese
23043,indian
20788,southern_us
14375,southern_us
1184,japanese
34280,indian
46171,italian
31834,korean
14759,southern_us
15855,japanese
6662,spanish
15056,french
34873,southern_us
20089,french
20015,mexican
18402,cajun_creole
6418,greek
1454,french
14070,japanese
26424,mexican
27349,mexican
26459,southern_us
13151,filipino
12264,moroccan
18366,moroccan
46851,vietnamese
18954,filipino
39858,brazilian
43500,italian
21656,french
10505,mexican
5313,mexican
28951,indian
19961,southern_us
1795,thai
9917,indian
26180,greek
9726,mexican
47689,italian
7866,spanish
41625,mexican
35160,thai
4430,cajun_creole
39082,mexican
46186,southern_us
11988,thai
24177,italian
31849,cajun_creole
41194,italian
36968,italian
42330,mexican
36791,moroccan
19704,italian
4933,southern_us
4255,mexican
37105,mexican
35848,italian
17416,moroccan
39066,thai
36270,southern_us
24406,mexican
20517,jamaican
27630,chinese
19670,italian
4685,thai
45260,moroccan
378,italian
40841,jamaican
27632,southern_us
12193,filipino
38047,italian
10170,mexican
25043,italian
23851,mexican
14743,mexican
13294,italian
26466,thai
32002,chinese
37526,greek
8888,italian
38945,indian
38546,italian
38869,italian
10556,mexican
3296,italian
25977,mexican
32025,italian
44087,italian
32762,french
824,vietnamese
44636,southern_us
542,british
38218,japanese
41930,italian
1987,chinese
37378,korean
8873,mexican
1513,french
44013,greek
38042,mexican
11576,brazilian
24510,mexican
823,chinese
23443,indian
34870,greek
3846,mexican
14993,thai
16854,mexican
5886,japanese
33793,mexican
2999,mexican
20843,chinese
29153,french
33790,italian
16516,italian
37887,vietnamese
18466,indian
48033,thai
45404,italian
4175,indian
31986,southern_us
38555,mexican
26832,indian
19810,italian
49086,thai
39579,mexican
25551,british
42549,mexican
22052,thai
45632,japanese
4143,thai
11310,indian
32839,indian
48171,french
22896,southern_us
10878,southern_us
31643,italian
47624,brazilian
35141,british
13498,chinese
24566,jamaican
16533,irish
15437,japanese
19426,french
32416,mexican
2427,mexican
9178,chinese
40606,indian
28450,mexican
7946,mexican
21756,cajun_creole
17843,indian
44066,italian
7427,italian
11297,southern_us
42965,moroccan
23067,russian
35066,moroccan
27938,italian
39075,french
20200,chinese
19823,italian
12336,italian
34714,irish
45388,vietnamese
25639,moroccan
33985,chinese
25524,japanese
19641,italian
11106,french
22165,indian
35412,italian
23475,french
1570,jamaican
12815,italian
37253,italian
16900,greek
7701,southern_us
49391,french
1132,italian
13051,italian
2284,spanish
21410,cajun_creole
25604,italian
45746,italian
35911,korean
26608,italian
16991,japanese
40657,mexican
47960,italian
38408,british
1295,southern_us
40139,southern_us
38538,mexican
26420,cajun_creole
10326,irish
5181,italian
18210,mexican
3241,mexican
27062,mexican
41527,vietnamese
45484,mexican
38755,southern_us
47246,italian
164,italian
723,russian
299,indian
1519,jamaican
34077,italian
45254,cajun_creole
34760,southern_us
11154,southern_us
26274,italian
15081,irish
45100,filipino
1417,japanese
32083,filipino
29971,filipino
17679,vietnamese
36539,italian
34975,russian
4633,brazilian
10321,italian
35565,italian
26919,french
9549,mexican
31863,italian
22053,french
19443,southern_us
18540,italian
23354,chinese
13859,mexican
23904,cajun_creole
6675,british
18595,moroccan
12967,korean
17283,italian
23211,indian
14358,mexican
31398,irish
42650,chinese
25258,mexican
18457,brazilian
11810,french
9499,italian
11943,indian
6810,cajun_creole
34323,mexican
23296,indian
45927,japanese
45196,italian
19917,cajun_creole
20210,italian
41629,thai
39907,southern_us
4956,mexican
37058,mexican
20859,japanese
3315,irish
4401,southern_us
21361,italian
44164,italian
26391,chinese
47771,korean
44140,southern_us
43739,chinese
12481,italian
12292,french
15965,indian
23409,italian
39005,italian
2774,chinese
14529,french
16926,cajun_creole
26890,italian
9663,chinese
43052,thai
24193,french
5476,indian
10048,mexican
1981,moroccan
12194,korean
22202,irish
7626,vietnamese
37365,mexican
44144,italian
37723,chinese
47194,japanese
30827,british
33108,spanish
2075,mexican
6326,indian
11083,spanish
30311,indian
45371,cajun_creole
18232,mexican
9768,indian
6648,italian
35650,chinese
23013,moroccan
6669,british
42670,indian
18155,chinese
44622,korean
28426,mexican
23743,mexican
14176,japanese
9576,indian
36577,filipino
16671,mexican
22964,chinese
16424,thai
47225,italian
17565,italian
36401,vietnamese
30314,mexican
32982,cajun_creole
21866,greek
1475,spanish
13053,greek
33983,southern_us
24051,vietnamese
22800,italian
16561,mexican
2740,indian
219,british
48737,southern_us
2164,mexican
13579,vietnamese
71,japanese
12420,british
35209,french
11472,italian
43172,southern_us
24927,russian
37102,japanese
10743,italian
27874,mexican
9565,cajun_creole
21419,thai
767,mexican
28308,japanese
37605,chinese
9558,mexican
31527,chinese
2419,irish
7541,greek
11400,japanese
23487,british
8087,french
21906,irish
48830,indian
37328,japanese
45490,filipino
9710,chinese
16153,thai
39537,japanese
13923,mexican
8120,spanish
12923,mexican
1556,mexican
6871,british
34201,cajun_creole
36146,mexican
33170,mexican
20082,japanese
26517,southern_us
15214,indian
34092,italian
40902,mexican
44452,brazilian
2083,southern_us
44897,japanese
17850,southern_us
26693,italian
19618,mexican
35589,italian
46084,indian
17256,jamaican
47570,italian
32796,southern_us
27047,chinese
39487,mexican
130,mexican
17627,japanese
29072,southern_us
1108,vietnamese
22666,french
41630,british
27289,italian
42299,spanish
36078,italian
7098,french
46999,filipino
28791,mexican
39576,mexican
2447,japanese
22449,thai
23828,french
5660,chinese
47460,french
17912,spanish
12288,italian
44037,french
20875,french
6500,french
13813,french
4907,spanish
38186,chinese
9816,mexican
8170,mexican
21681,british
42384,french
35366,indian
34244,mexican
35421,chinese
33457,chinese
28026,japanese
38122,french
21362,mexican
42253,korean
21994,japanese
34457,russian
40229,moroccan
10181,mexican
38257,italian
40992,chinese
15617,french
34754,mexican
45459,italian
31295,italian
44977,indian
18322,italian
23257,filipino
10084,italian
16445,cajun_creole
10594,southern_us
26828,italian
47643,indian
49680,spanish
27446,italian
8731,chinese
37341,italian
42241,southern_us
13669,chinese
21403,chinese
688,southern_us
23894,italian
35753,indian
44692,italian
235,jamaican
20982,cajun_creole
10166,cajun_creole
2187,irish
5022,spanish
49037,indian
44478,chinese
8912,mexican
8919,mexican
23856,southern_us
14647,british
48870,cajun_creole
14377,jamaican
18548,mexican
39591,mexican
46746,greek
31926,british
10159,filipino
11342,southern_us
32421,greek
19969,italian
3029,chinese
39565,british
7426,french
20624,southern_us
4385,southern_us
18761,southern_us
46710,spanish
46241,chinese
14208,italian
29323,korean
40663,italian
32391,chinese
9506,mexican
35402,french
48796,italian
4657,french
2404,southern_us
36923,italian
41762,italian
19344,british
19876,japanese
39452,chinese
19209,italian
35461,russian
5784,cajun_creole
40345,chinese
24765,mexican
25563,russian
40680,italian
36932,italian
28106,japanese
12717,vietnamese
40100,southern_us
6960,mexican
20724,italian
24433,italian
32118,thai
22353,brazilian
23040,chinese
46246,japanese
36642,thai
21579,mexican
24073,cajun_creole
16775,brazilian
24732,indian
24221,italian
33300,chinese
34971,italian
19777,thai
24337,italian
24709,japanese
28557,irish
8963,mexican
31515,italian
22575,mexican
11011,french
42030,italian
48012,southern_us
13623,french
49552,japanese
5702,french
3847,southern_us
34221,indian
4312,chinese
35834,southern_us
11849,vietnamese
38290,southern_us
3064,mexican
30099,indian
37354,italian
27877,mexican
45642,italian
10629,mexican
17557,southern_us
3725,southern_us
49507,italian
5560,chinese
42239,vietnamese
29559,thai
46028,chinese
26523,mexican
28313,irish
32502,chinese
43610,chinese
35563,filipino
22160,vietnamese
11258,italian
36220,thai
15974,southern_us
30449,thai
29676,cajun_creole
29951,italian
2268,japanese
36813,greek
28096,french
40471,italian
6545,filipino
33598,mexican
22338,mexican
41918,filipino
2133,southern_us
42259,indian
11056,spanish
7034,cajun_creole
17040,japanese
35238,indian
46155,filipino
23356,indian
3909,italian
22107,italian
1656,southern_us
9302,italian
19473,italian
13566,french
23424,southern_us
4139,italian
15970,moroccan
47732,french
37251,brazilian
44870,italian
9773,chinese
2131,italian
6381,southern_us
9613,cajun_creole
47364,mexican
34376,mexican
26408,french
4763,italian
18982,indian
2766,irish
19247,indian
13462,thai
19678,spanish
22814,thai
18582,thai
3124,mexican
19347,italian
8812,italian
22037,cajun_creole
15423,russian
35960,cajun_creole
49336,mexican
1255,mexican
17646,mexican
20631,japanese
19492,italian
22895,italian
18607,indian
34569,southern_us
48356,cajun_creole
12252,southern_us
21071,brazilian
22458,vietnamese
19585,italian
15597,chinese
15038,mexican
20028,italian
29764,southern_us
17206,mexican
40901,greek
37954,mexican
16933,cajun_creole
42657,italian
21846,italian
33834,cajun_creole
25873,vietnamese
5938,french
34762,jamaican
39835,mexican
5805,spanish
13914,filipino
45924,southern_us
41460,indian
37287,brazilian
25059,chinese
34872,italian
7524,italian
10427,irish
8014,southern_us
14740,thai
24329,chinese
38514,thai
12665,chinese
24655,italian
7078,italian
15995,russian
15861,southern_us
30662,thai
17836,french
2078,cajun_creole
3600,jamaican
46302,italian
28375,italian
34839,mexican
18345,indian
23205,italian
34763,spanish
26692,british
10317,italian
11767,japanese
36881,southern_us
33468,filipino
20669,french
18159,mexican
22891,italian
39588,indian
35941,indian
15981,mexican
26013,indian
5076,french
1573,moroccan
39380,thai
13845,italian
35146,italian
32924,indian
9567,chinese
35203,british
39666,mexican
17786,mexican
21936,italian
8668,italian
41339,cajun_creole
32268,southern_us
29706,japanese
42032,japanese
8105,italian
11218,mexican
7159,british
47817,japanese
1572,chinese
38720,mexican
14780,southern_us
31839,indian
6501,chinese
39533,southern_us
22820,mexican
9619,vietnamese
14025,french
19697,italian
5370,italian
32639,indian
15249,greek
47776,mexican
48134,thai
24141,mexican
4117,mexican
20578,italian
47585,mexican
20326,italian
43932,mexican
29704,southern_us
12447,indian
38117,japanese
2684,japanese
25371,italian
25518,italian
27083,italian
16073,thai
45667,indian
44188,filipino
44888,mexican
41594,southern_us
1061,thai
6536,chinese
31586,korean
9792,mexican
40395,japanese
24861,irish
32253,italian
31082,italian
19298,mexican
6600,jamaican
46939,cajun_creole
6092,indian
36600,moroccan
45979,mexican
46910,brazilian
14174,italian
10609,indian
28647,moroccan
19066,indian
16803,greek
49114,italian
14664,chinese
39670,jamaican
4583,chinese
31121,italian
12589,chinese
22551,italian
11817,mexican
22003,mexican
42091,italian
45966,british
6811,chinese
2711,indian
44757,french
5349,italian
30294,irish
48944,mexican
44048,mexican
411,indian
44998,italian
18078,mexican
48533,italian
16485,italian
32939,italian
11808,indian
23059,brazilian
16466,chinese
7315,chinese
13178,brazilian
2751,mexican
41395,italian
20534,italian
12111,cajun_creole
38708,mexican
37481,italian
28048,vietnamese
13123,mexican
2174,mexican
17190,italian
25756,italian
38180,italian
26892,japanese
23757,mexican
8553,french
36272,southern_us
35224,southern_us
5203,mexican
23565,russian
31420,spanish
43491,mexican
38773,chinese
15223,indian
17763,mexican
24528,italian
21704,japanese
45329,thai
48876,italian
3741,chinese
47710,japanese
9182,cajun_creole
13782,indian
3369,chinese
11985,southern_us
39817,mexican
26869,chinese
37461,thai
24217,cajun_creole
2474,italian
45929,italian
12768,korean
924,mexican
13258,mexican
7955,japanese
37056,russian
17934,mexican
5843,french
46881,moroccan
4049,indian
24173,indian
4683,italian
32612,korean
11314,greek
13550,mexican
2483,indian
9573,italian
34113,southern_us
37865,italian
36951,japanese
4703,italian
10734,italian
40444,indian
44334,chinese
35991,italian
34020,italian
3743,jamaican
18305,jamaican
7877,french
10606,french
30584,french
9266,vietnamese
35196,italian
41070,italian
25930,indian
48564,italian
14213,mexican
6618,mexican
18479,mexican
10279,mexican
30750,italian
45701,italian
22947,mexican
6467,japanese
16365,italian
7184,southern_us
23270,southern_us
41805,indian
7537,italian
18616,cajun_creole
42857,jamaican
37906,mexican
16846,italian
573,vietnamese
26657,mexican
12408,mexican
38232,chinese
33447,british
40227,russian
35760,chinese
1385,italian
47866,indian
30871,mexican
22604,italian
39397,southern_us
38782,chinese
45343,thai
26112,vietnamese
10209,irish
31702,italian
37943,italian
23471,chinese
3529,mexican
46794,indian
16626,mexican
32361,french
20932,italian
11183,mexican
33661,southern_us
12681,filipino
2450,brazilian
23979,brazilian
18465,japanese
28234,mexican
47449,italian
33869,korean
4924,chinese
18862,mexican
30556,mexican
35762,italian
7396,french
21232,mexican
18299,vietnamese
35468,irish
42838,italian
33972,southern_us
46021,southern_us
1627,british
28873,mexican
38927,southern_us
25262,cajun_creole
19152,southern_us
11061,japanese
27000,japanese
37396,thai
47358,chinese
47825,korean
24681,mexican
37706,southern_us
44056,mexican
38298,southern_us
30788,japanese
36144,mexican
21792,italian
31745,french
15104,chinese
30589,mexican
14235,jamaican
2608,chinese
34828,indian
3282,indian
4336,italian
25666,japanese
17831,mexican
17008,italian
35845,russian
19494,southern_us
30797,mexican
33763,cajun_creole
19950,mexican
23089,chinese
32074,korean
49640,southern_us
8403,cajun_creole
15879,british
7949,cajun_creole
31483,french
32928,southern_us
27647,mexican
34616,southern_us
21113,southern_us
41599,cajun_creole
23924,thai
36335,chinese
36194,italian
10980,italian
45999,mexican
3943,korean
188,french
5799,indian
20964,greek
2716,italian
5464,korean
17640,mexican
39437,chinese
14835,italian
3094,italian
14826,italian
30173,irish
37811,irish
22363,mexican
6369,mexican
26850,chinese
48887,chinese
44405,italian
21477,greek
32697,indian
38843,italian
20076,italian
26429,greek
35648,thai
41794,greek
22100,korean
30216,thai
17656,mexican
17317,vietnamese
4928,chinese
43965,greek
6404,italian
12274,thai
6651,spanish
40406,mexican
40933,mexican
23419,italian
37867,italian
28834,vietnamese
23912,thai
4791,indian
36354,french
32298,chinese
44577,greek
48859,mexican
32485,mexican
8394,cajun_creole
7708,filipino
38385,italian
22622,spanish
29716,italian
44462,cajun_creole
9422,brazilian
22499,jamaican
36,mexican
434,indian
5479,southern_us
42420,greek
47346,italian
44568,british
38650,indian
19191,mexican
22848,indian
17886,vietnamese
6036,filipino
38608,italian
12890,italian
15709,southern_us
13125,vietnamese
48454,italian
36627,southern_us
47884,indian
28,french
45365,greek
40795,vietnamese
17651,mexican
1530,japanese
17604,cajun_creole
4700,irish
24972,japanese
23525,italian
7092,mexican
43757,french
4808,vietnamese
7249,italian
27589,greek
47523,southern_us
44244,french
10383,indian
37285,irish
21332,mexican
7311,mexican
28052,chinese
31653,mexican
1740,mexican
5484,italian
41406,vietnamese
41907,cajun_creole
46515,indian
38392,french
15925,southern_us
5094,southern_us
31816,southern_us
35713,french
31296,filipino
41640,mexican
22419,cajun_creole
47874,chinese
6570,southern_us
6936,mexican
34063,mexican
34141,irish
44572,chinese
28425,italian
38481,mexican
18955,mexican
46466,mexican
5692,brazilian
39836,indian
33718,filipino
36250,greek
286,southern_us
29766,greek
20541,irish
31173,italian
46440,indian
23905,indian
37232,mexican
8517,italian
21249,moroccan
32700,cajun_creole
22845,southern_us
45461,japanese
1307,chinese
30010,italian
21646,moroccan
28148,italian
26450,vietnamese
16602,mexican
9928,italian
27063,irish
22273,mexican
12744,mexican
28272,french
30350,mexican
23362,jamaican
13645,cajun_creole
16942,southern_us
34970,spanish
27829,italian
38058,chinese
13256,french
31859,mexican
43027,italian
22235,indian
2933,indian
45981,mexican
11460,japanese
33770,british
24399,mexican
8006,mexican
48885,mexican
42585,british
40160,italian
45541,southern_us
22410,mexican
26226,thai
4591,moroccan
5457,italian
39085,greek
24040,greek
6576,greek
34310,greek
27350,cajun_creole
9968,italian
2464,greek
27952,french
43388,cajun_creole
33143,cajun_creole
28083,indian
15927,vietnamese
10255,cajun_creole
8011,cajun_creole
5195,italian
36015,indian
40910,italian
11309,southern_us
47556,russian
27958,indian
27198,mexican
643,mexican
40853,french
15815,filipino
2063,italian
19827,vietnamese
33443,japanese
44632,mexican
26773,filipino
3203,italian
32873,indian
24806,mexican
45942,italian
1324,chinese
32526,vietnamese
48093,italian
48942,italian
8845,french
11546,italian
44358,japanese
3209,southern_us
10553,southern_us
44430,jamaican
44712,french
16351,mexican
44644,chinese
31670,southern_us
49147,japanese
19750,chinese
48121,southern_us
22722,japanese
9910,japanese
14236,jamaican
48341,mexican
23190,spanish
20362,vietnamese
44794,irish
39419,mexican
13526,filipino
42270,indian
37208,mexican
33824,british
29953,southern_us
16387,spanish
37672,indian
1868,mexican
24984,mexican
47128,chinese
44303,southern_us
20318,mexican
7513,chinese
13261,mexican
19259,spanish
31103,thai
24037,italian
29984,vietnamese
28159,french
5318,mexican
23962,southern_us
2084,mexican
41793,chinese
18960,italian
17025,indian
15510,italian
36832,southern_us
20643,jamaican
4154,indian
10510,italian
45117,mexican
43403,mexican
42471,spanish
6942,irish
33309,indian
6689,french
48687,chinese
9880,korean
25590,spanish
21842,french
27151,italian
565,italian
21740,french
42399,italian
35928,southern_us
47060,mexican
43147,italian
16625,chinese
16769,japanese
12515,indian
14731,southern_us
11658,thai
49467,mexican
19749,southern_us
39723,southern_us
5722,moroccan
31967,french
39857,greek
16534,italian
27334,chinese
32215,indian
34903,japanese
24990,greek
31307,russian
38874,italian
24130,brazilian
27816,italian
939,indian
38293,russian
7889,french
22114,southern_us
24614,french
48827,indian
3387,jamaican
41676,mexican
3152,jamaican
38805,chinese
27078,cajun_creole
34940,italian
16855,southern_us
41891,italian
36715,spanish
49455,chinese
26522,southern_us
28420,mexican
329,spanish
18986,indian
31705,indian
7402,irish
10212,southern_us
10640,moroccan
38014,italian
5172,french
26986,indian
5088,japanese
24522,mexican
1900,italian
4801,mexican
27932,spanish
30941,indian
42354,mexican
48854,spanish
39058,italian
34294,italian
46593,southern_us
22582,vietnamese
36937,filipino
34596,mexican
42570,italian
10147,italian
44796,chinese
46819,vietnamese
30905,chinese
34980,italian
49265,thai
37563,greek
25673,chinese
14267,spanish
32410,french
26392,greek
27384,jamaican
43045,mexican
22576,irish
11597,southern_us
22656,southern_us
47811,southern_us
7925,mexican
14860,chinese
27525,thai
7798,mexican
10848,mexican
